area,area_code,year,obesity,employment_rate,no_adults_in_employment,white,air_emission,median_income,house_price
Enfield 004,E02000280,2011,22.76119403,64.95098039,5.7,82.1256606,85.82587792,35.117,279.15
Enfield 005,E02000281,2011,24.91103203,60.50393195,9.6,68.2286361,88.62944718,26.86,195
Enfield 006,E02000282,2011,28.0839895,50.33091203,16.7,57.1804717,87.06133977,19.94,180
Enfield 007,E02000283,2011,27.37127371,55.53668478,12,60.3869896,86.58013262,24.504,222.5
Enfield 008,E02000284,2011,22.07207207,68.2,4.5,81.1585366,85.97267271,39.307,244.4
Enfield 009,E02000285,2011,20.10050251,66.47046458,2.8,82.4920418,87.81861572,43.171,320
Enfield 010,E02000286,2011,14.72392638,67.68282796,2.1,80.7918608,84.92862163,45.546,247.5
Enfield 011,E02000287,2011,22.60869565,58.01896308,2.7,76.2714349,80.99026927,53.025,477.5
Enfield 012,E02000288,2011,24.15349887,52.90548739,11.3,50.6959009,90.88133927,23.053,206
Enfield 013,E02000289,2011,20.57416268,62.04194027,3.3,76.998021,82.34342844,48.346,446.5
Enfield 014,E02000290,2011,31.1827957,50.09170573,15.5,45.1946976,86.40817144,19.974,208
Enfield 015,E02000291,2011,25.54112554,62.28314746,7.5,70.2039444,90.06185989,30.042,218
Enfield 016,E02000292,2011,23.66666667,62.90346137,6.8,66.726203,91.70557259,31.552,240
Enfield 017,E02000293,2011,13.83647799,65.30201342,2.8,80.9100999,87.05976507,53.234,464
Enfield 018,E02000294,2011,25.19893899,52.16698534,10.5,48.9807411,87.27902962,23.917,212.498
Enfield 019,E02000295,2011,18.72340426,63.17880795,5.4,69.3575352,87.40539442,41.983,250
Enfield 020,E02000296,2011,18.32797428,60.5044385,5.8,68.4950184,88.16113264,34.084,260
Enfield 021,E02000297,2011,17.41071429,65.78833068,2.6,75.0591525,94.32866691,44.53,355
Enfield 022,E02000298,2011,14.63414634,68.43365253,1.9,80.7171515,88.98811172,54.82,499.95
Enfield 023,E02000299,2011,24.64114833,53.86292835,11.6,40.7001718,90.18316803,22.359,210
Enfield 024,E02000300,2011,24.75247525,55.12465374,10.8,42.9692289,95.30567156,24.178,209.25
Enfield 025,E02000301,2011,27.53950339,50.0717566,13.7,41.7775571,88.5451982,20.418,173
Enfield 026,E02000302,2011,26.08695652,59.88857939,4.9,64.5688206,92.45669317,33.941,340
Enfield 027,E02000303,2011,28.45744681,47.62400277,14,44.7318236,97.63272152,21.087,235
Enfield 028,E02000304,2011,16.5,66.4036266,2.3,73.6432192,93.33951496,54.819,493
Enfield 029,E02000305,2011,16.58291457,67.7128698,2.8,72.581953,95.63482129,41.862,260
Enfield 030,E02000306,2011,31.61764706,47.00758187,14.6,37.8402011,99.08019586,18.308,177
Enfield 031,E02000307,2011,25.82417582,56.39097744,10.3,51.6256457,103.7070186,26.016,210
Enfield 032,E02000308,2011,21.62162162,61.00051046,6.4,59.4105481,104.1597749,31.597,315
Enfield 033,E02000309,2011,25.55282555,51.73026946,13.9,38.6595481,109.3556006,21.387,190
Enfield 035,E02000310,2011,27.68729642,48.63344051,15.1,41.1091154,105.0391975,26.884,250
Enfield 036,E02000311,2011,21.26696833,59.67410653,7.7,56.0575365,103.6252517,34.634,250
Enfield 037,E02000312,2011,33.23442136,66.83210265,3.7,65.5399599,104.5933996,19.714,148
Greenwich 001,E02000313,2011,26.89393939,55.89123867,10.4,49.2689613,88.88869266,24.276,154.5
Greenwich 002,E02000314,2011,29.8401421,58.05524862,11.4,38.9319356,87.85476473,29.541,157
Greenwich 003,E02000315,2011,28.92156863,54.31996005,12.1,52.2797357,87.55750607,23.697,164
Greenwich 004,E02000316,2011,22.29965157,64.09667674,7,53.1162791,99.64081097,29.087,224
Greenwich 005,E02000317,2011,25.77639752,49.61092858,14.1,48.2915173,96.59251149,23.117,190
Greenwich 006,E02000318,2011,24.25149701,52.22894882,7.7,35.0233692,90.04677684,25.175,174.5
Greenwich 007,E02000319,2011,24.27184466,56.15721587,7.9,41.5732385,93.40168144,27.011,175
Greenwich 008,E02000320,2011,28.51239669,59.99572832,8.6,55.6612319,88.59752198,27.925,180
Greenwich 009,E02000321,2011,25.2,53.60567702,9.7,50.2083333,95.46669275,23.177,175
Greenwich 011,E02000322,2011,26.54639175,66.75042628,4.6,69.4470144,109.3286703,23.258,180
Greenwich 012,E02000323,2011,29.36507937,50.83967463,9.9,39.0294173,95.91044621,26.863,247
Greenwich 014,E02000324,2011,22.02380952,55.11145273,8.8,60.1093643,95.9149762,39.906,285
Greenwich 015,E02000325,2011,26.5625,57.54201255,8.5,58.2970699,88.87324082,25.334,163.5
Greenwich 016,E02000326,2011,19.26605505,65.21575278,6.4,67.6379066,107.9766619,50.673,335
Greenwich 017,E02000327,2011,24.08376963,55.5719713,10.6,47.5897436,93.50056684,30.249,190
Greenwich 019,E02000328,2011,25,65.66746603,2.9,81.6227672,103.5708912,29.502,235
Greenwich 020,E02000329,2011,21.3592233,59.19401013,5.3,64.0776699,87.02445113,40.914,231.25
Greenwich 021,E02000330,2011,26.08695652,62.17274472,6,66.7332244,104.4083908,59.305,392
Greenwich 022,E02000331,2011,23.11557789,60.01382409,6.9,64.7426893,99.5521482,32.861,219.25
Greenwich 023,E02000332,2011,17.55319149,64.40677966,4.9,68.537157,88.94010912,42.666,241
Greenwich 025,E02000333,2011,22.92490119,71.43453748,2.7,84.6386984,103.7680815,28.236,223.5
Greenwich 027,E02000334,2011,14.37125749,60.92146597,5.6,68.3258618,94.72625409,47.874,298.75
Greenwich 028,E02000335,2011,22.03389831,67.10908337,2.7,88.4257138,93.61213178,41.356,225
Greenwich 029,E02000336,2011,26.68918919,59.84771574,5.6,70.944077,98.75955133,25.484,182
Greenwich 030,E02000337,2011,25.97402597,58.0020562,6.3,80.0784215,107.9159671,29.421,210.5
Greenwich 031,E02000338,2011,20,59.84771574,5.6,70.944077,96.22621221,31.128,248.748
Greenwich 032,E02000339,2011,23.86363636,64.52205882,2.7,88.9949749,105.9730127,42.674,275
Greenwich 033,E02000340,2011,26.64092664,63.92865008,2.6,85.151117,90.3478209,27.111,174.5
Greenwich 034,E02000341,2011,24.21875,54.9687155,10.1,76.4675257,95.13130415,38.143,280
Greenwich 035,E02000342,2011,24.11347518,46.96076438,7.6,81.2955215,87.24665699,33.988,297.5
Greenwich 036,E02000343,2011,22,59.20889988,5.7,80.1498127,91.51088452,35.028,297.25
Greenwich 037,E02000344,2011,18.78787879,65.40598291,2.5,83.3881321,90.39952682,46.18,384
Greenwich 038,E02000345,2011,25.98039216,54.85356419,5.5,70.8078751,104.5925591,47.499,450
Hackney 001,E02000346,2011,22.60869565,47.84782609,11.2,43.3847669,109.7818425,35.371,250
Hackney 002,E02000347,2011,35.20408163,56.28014663,6.6,68.6400201,99.08270498,21.298,210
Hackney 003,E02000348,2011,22.54901961,51.99145133,9.4,56.8719212,103.2888847,34.478,308
Hackney 004,E02000349,2011,28.31325301,52.75373347,10.8,44.7476392,101.9166636,27.624,278
Hackney 006,E02000350,2011,20.43010753,66.66666667,4.3,59.5874553,105.5321212,40.001,297.475
Hackney 007,E02000351,2011,26.53061224,70.84604716,3.8,66.2560131,112.2438739,42.844,310
Hackney 008,E02000352,2011,22.75862069,63.95091531,6.3,66.8313236,103.2161393,39.069,337.5
Hackney 009,E02000353,2011,20.21276596,71.10576923,3.4,67.7369638,111.4522811,48.843,442.5
Hackney 010,E02000354,2011,25.77319588,57.07049966,8.6,45.7377394,107.6066049,27.155,250
Hackney 011,E02000355,2011,16.99029126,61.93394111,5.3,51.4319387,109.0909261,34.93,280
Hackney 012,E02000356,2011,11.70731707,71.55775465,3.6,71.3585625,104.9945676,49.507,340
Hackney 013,E02000357,2011,28.05755396,45.91884328,13.5,30.9197034,96.91847085,21.827,170
Hackney 014,E02000358,2011,27.54716981,64.30900708,6.8,54.8833424,107.1484184,32.389,305
Hackney 015,E02000359,2011,22.11981567,59.32372949,8.2,50.0987692,102.9075002,31.38,381.25
Hackney 016,E02000360,2011,28.49604222,57.35242342,9.8,40.4622742,114.1924311,26.104,250
Hackney 017,E02000361,2011,27.87878788,64.42432083,6.6,53.5078534,124.131375,29.405,278
Hackney 018,E02000362,2011,30.37383178,56.52538817,9.9,48.7977369,123.31123,26.824,245.75
Hackney 019,E02000363,2011,26.59793814,49.94756162,13.4,36.9847856,114.4055529,22.768,218
Hackney 020,E02000364,2011,19.92619926,66.26857381,5.2,63.2457426,112.110959,40.075,385
Hackney 021,E02000365,2011,25.94594595,67.76130606,4.4,62.7389533,115.982279,39.349,326.25
Hackney 022,E02000366,2011,26.77824268,58.13953488,8,58.7268029,112.5358247,30.988,346.225
Hackney 023,E02000367,2011,28.51239669,67.44542321,6.9,60.7535161,113.0974439,36.927,328.5
Hackney 024,E02000368,2011,26.1829653,55.06139154,10.1,46.1410443,108.1341719,25.23,277.5
Hackney 025,E02000369,2011,32.06896552,59.52850877,8.5,50.4312575,113.3120191,28.009,350
Hackney 026,E02000370,2011,24.01746725,57.30851388,8.9,52.4515119,113.7682887,27.749,322.5
Hackney 027,E02000371,2011,31.93277311,63.2471346,5.6,59.5116824,134.1177977,34.195,375.25
Hackney 028,E02000372,2011,25.3968254,56.64506839,9.6,49.9945504,116.9332416,26.026,224
Hackney 029,E02000373,2011,27.5862069,49.89325363,14.5,37.4136377,109.8851298,25.865,191.25
Hammersmith and Fulham 001,E02000374,2011,21.84300341,61.43854207,7.9,61.2984698,113.6889266,25.827,273.5
Hammersmith and Fulham 002,E02000375,2011,26.78571429,64.58777541,6.1,58.3238475,116.6388716,17.878,195
Hammersmith and Fulham 003,E02000376,2011,30.76923077,67.96671867,4.7,60.9689082,111.9658441,32.731,420
Hammersmith and Fulham 004,E02000377,2011,26,64.37998772,5.1,63.740972,112.0441214,29.898,344.975
Hammersmith and Fulham 005,E02000378,2011,29.48717949,71.12894401,3.4,69.3602694,121.9862891,32.699,321.25
Hammersmith and Fulham 006,E02000379,2011,20.1183432,66.72990686,5.1,69.5422767,104.4796261,32.832,332.5
Hammersmith and Fulham 007,E02000380,2011,19.19191919,68.33333333,3.4,73.3924612,109.3490959,35.737,300
Hammersmith and Fulham 008,E02000381,2011,17.56756757,70.63850371,3.3,75.6179197,108.0940545,39.83,423.8
Hammersmith and Fulham 009,E02000382,2011,20.56074766,66.32188664,5.2,68.8179017,119.9599632,48.753,650
Hammersmith and Fulham 010,E02000383,2011,22.34042553,62.48900063,2.8,61.2171332,123.7274434,48.241,557.5
Hammersmith and Fulham 011,E02000384,2011,16.15384615,60.76058773,6.1,63.6885246,137.7533359,39.484,495
Hammersmith and Fulham 012,E02000385,2011,31.25,73.87829246,1.8,74.4238883,120.3520337,38.029,390
Hammersmith and Fulham 013,E02000386,2011,22.16216216,58.97832817,7,57.5958702,115.7909886,30.691,364.7
Hammersmith and Fulham 014,E02000387,2011,18.51851852,61.90937258,5,64.2857143,110.8700036,46.867,424
Hammersmith and Fulham 015,E02000388,2011,26.08695652,69.09171076,3,73.7868812,111.3657232,28.812,380
Hammersmith and Fulham 016,E02000389,2011,22.48062016,66.94966646,2.2,79.5517868,104.3795411,31.949,405
Hammersmith and Fulham 017,E02000390,2011,19.1011236,65.7245827,4,75.6823821,106.009092,41.378,500
Hammersmith and Fulham 018,E02000391,2011,14.44444444,67.30546836,3,80.8642774,116.1085728,51.398,545
Hammersmith and Fulham 019,E02000392,2011,22.10526316,71.03038309,5.1,76.8532053,108.0834937,40.744,500
Hammersmith and Fulham 020,E02000393,2011,25.75757576,75.06615103,1.8,84.1485657,106.9127981,55.511,872.5
Hammersmith and Fulham 021,E02000394,2011,25.71428571,63.48178138,5.9,67.3629916,102.0355197,48.093,535
Hammersmith and Fulham 022,E02000395,2011,,73.07110439,1.8,86.0695681,102.9468445,58.68,543.5
Hammersmith and Fulham 023,E02000396,2011,27.81456954,66.60047657,5.2,75.3806724,104.1606816,41.594,468.75
Hammersmith and Fulham 024,E02000397,2011,,62.80884265,6.7,61.2284069,98.15285671,63.623,630.5
Hammersmith and Fulham 025,E02000398,2011,26.19047619,45.95514618,14.6,38.3125088,93.99527048,48.653,822.5
Haringey 001,E02000399,2011,21.6374269,48.2061447,15.1,39.8713386,100.2395916,26.564,271.5
Haringey 002,E02000400,2011,26.8115942,63.00984529,6.8,61.7762128,101.3859132,17.955,181
Haringey 004,E02000401,2011,20.92050209,49.90240729,13.6,49.9257499,101.6805277,31.884,362.5
Haringey 005,E02000402,2011,25.27881041,48.88840924,15.5,45.0948186,98.33564325,20.758,224.5
Haringey 006,E02000403,2011,28.52112676,64.25339367,6.1,62.3975552,101.6403978,19.793,215
Haringey 007,E02000404,2011,22.58064516,55.63328424,10,51.3465482,100.1924337,26.891,292
Haringey 008,E02000405,2011,24,71.34121484,2.9,80.9254734,95.59168052,22.827,250
Haringey 009,E02000406,2011,9.844559585,56.67978265,11.4,55.5587189,99.22930068,57.157,500
Haringey 010,E02000407,2011,34.85714286,51.66949632,11.2,41.5754923,106.4690307,23.564,250
Haringey 011,E02000408,2011,28.51239669,48.05314634,13.2,42.7745665,107.7452068,20.571,165
Haringey 012,E02000409,2011,28.04054054,50.76987099,10.7,45.5798989,99.0920814,18.993,212
Haringey 013,E02000410,2011,29.59641256,73.19727891,1.8,82.3546989,101.1094631,20.508,297
Haringey 014,E02000411,2011,7.142857143,51.12701252,11.5,42.3644659,100.9696845,54.023,399.95
Haringey 015,E02000412,2011,29.58199357,55.55146382,8.3,54.1220712,108.2320913,21.436,192
Haringey 016,E02000413,2011,27.15231788,68.63524513,4,79.2533333,94.14259123,23.403,235
Haringey 017,E02000414,2011,10.52631579,59.13059632,8.4,46.660159,99.51815064,53.922,450
Haringey 018,E02000415,2011,24.05660377,61.40808344,5.9,58.568298,103.2062897,24.501,242.25
Haringey 019,E02000416,2011,22.29299363,64.59117345,7.2,66.1281709,99.15508082,25.885,280
Haringey 020,E02000417,2011,19.23076923,74.09696736,2.3,83.2384661,97.88451526,29.314,250
Haringey 021,E02000418,2011,8.461538462,71.77033493,2.5,84.171356,100.1368631,55.576,395
Haringey 022,E02000419,2011,13.66906475,64.64339909,5.4,63.9368525,109.10714,56.458,600
Haringey 023,E02000420,2011,19.85294118,56.88927944,7.6,50.6324004,105.3904861,28.027,299
Haringey 024,E02000421,2011,31.2849162,52.71489048,11.1,43.648573,115.0270061,22.107,231
Haringey 025,E02000422,2011,26.1682243,55.00424809,8.4,48.0383387,106.1614924,20.809,170
Haringey 026,E02000423,2011,28.0334728,62.59707423,4.1,61.5587847,105.0934439,23.212,245
Haringey 027,E02000424,2011,26.53061224,70.49382716,4.3,73.3259239,97.7207079,27.068,305
Haringey 028,E02000425,2011,11.76470588,58.79982087,6.5,65.3941566,105.0334637,43.836,335.25
Haringey 029,E02000426,2011,23.66412214,70.26014978,2.9,77.9230426,100.1464379,27.751,350
Haringey 030,E02000427,2011,14.43298969,67.21514508,4.5,66.413773,106.6112246,56.561,490
Haringey 031,E02000428,2011,29.78723404,55.67751703,10.1,51.4098547,104.7033058,31.291,312.5
Haringey 032,E02000429,2011,33.1838565,74.89826119,1.3,82.7057793,98.10643652,21.8,244
Haringey 033,E02000430,2011,8,77.66306129,2,79.2908184,102.3105009,58.437,428.87
Haringey 034,E02000431,2011,13.28125,76.08814424,1.8,82.9020194,108.7880631,49.826,358.75
Haringey 035,E02000432,2011,13.04347826,71.68425019,4.5,72.4976759,106.0014209,57.1,427
Haringey 036,E02000433,2011,24.21875,64.75704292,2.4,60.1613323,82.82195448,40.224,312.5
Haringey 037,E02000434,2011,34.02777778,64.22883146,3.8,49.5109455,86.10565916,18.362,196.225
Harrow 001,E02000435,2011,13.67521368,59.10196445,5.7,52.962564,84.23396303,42.592,380
Harrow 002,E02000436,2011,20.81218274,66.74669868,1.2,56.6413006,80.60693503,37.464,300
Harrow 003,E02000437,2011,17.76649746,62.26009265,4.8,51.8443357,87.3424785,32.217,335
Harrow 004,E02000438,2011,21.23893805,60.3926513,5.4,54.6144121,88.21226024,53.828,467.5
Harrow 005,E02000439,2011,18.22222222,60.38260301,5.8,38.0940775,88.66556551,31.303,277.5
Harrow 006,E02000440,2011,24.50980392,64.17272339,3,42.2510189,87.78467396,31.02,250
Harrow 007,E02000441,2011,22.38095238,61.34401973,4.2,55.3768245,80.46751204,27.288,277.5
Harrow 008,E02000442,2011,16.94915254,60.94958243,5.1,25.6374914,89.17379633,40.271,373.125
Harrow 009,E02000443,2011,14,58.24208346,6.5,36.8532207,88.29767754,36.314,340
Harrow 010,E02000444,2011,22.99270073,61.35483871,4.9,27.4502883,89.78107669,27.563,279.25
Harrow 011,E02000445,2011,23.02631579,59.34591864,7.9,36.8195122,91.32719552,25.167,250
Harrow 012,E02000446,2011,18.53281853,62.36869016,3.1,27.1412445,88.41934751,31.025,298.5
Harrow 013,E02000447,2011,26.58227848,63.81135707,4,46.7271182,84.81660368,26.163,244
Harrow 015,E02000448,2011,19.42857143,67.8579164,2.4,69.7184159,85.29134919,37.288,365
Harrow 016,E02000449,2011,15.27777778,60.20541246,5.5,26.729753,91.68937686,52.401,607.5
Harrow 017,E02000450,2011,22.64150943,62.36869016,3.1,27.1412445,91.62360868,25.542,281.25
Harrow 019,E02000451,2011,15.38461538,65.14806378,1.4,46.3969466,86.08800705,46.46,363.7
Harrow 020,E02000452,2011,17.39130435,65.688275,4.2,41.5064493,90.58342163,30.72,229
Harrow 021,E02000453,2011,20.52631579,65.4555029,4.2,43.0971129,89.73462368,32.773,249.975
Harrow 022,E02000454,2011,13.33333333,66.12172543,2.1,57.2437165,84.11541878,52.216,395
Harrow 023,E02000455,2011,23.13432836,62.74695748,3.6,40.4179471,98.34904785,32.974,238
Harrow 024,E02000456,2011,20.67039106,64.94001143,4.4,46.0688483,90.75724282,33.547,316
Harrow 025,E02000457,2011,18.85714286,61.57377049,3.1,42.7304403,86.96153378,39.544,370
Harrow 027,E02000458,2011,27.61506276,62.86485574,3.2,30.5268341,85.39986776,27.463,242
Harrow 028,E02000459,2011,20.41666667,60.97765832,6.4,34.9969642,91.29674827,26.182,225.5
Harrow 029,E02000460,2011,22.34042553,56.71286271,7.5,31.0064437,87.95187563,44.52,316.5
Harrow 030,E02000461,2011,24.63054187,64.74246842,2.8,55.9090255,91.98129214,28.64,250
Harrow 031,E02000462,2011,19.25675676,60.82495812,3.9,32.509047,93.74030222,27.082,250
Harrow 032,E02000463,2011,18.27956989,59.9267765,6.8,37.1218413,89.59970001,31.919,290
Harrow 033,E02000464,2011,21.66666667,57.64519056,7.2,88.9939544,79.58761688,31.937,315
Havering 001,E02000465,2011,23.55371901,59.34479055,7.8,88.5624212,82.11184534,24.277,182
Havering 002,E02000466,2011,20.30651341,60.50890585,7.2,87.5950284,75.4953124,24.008,168
Havering 003,E02000467,2011,21.9330855,55.17652316,9.8,82.9721041,79.71804338,27.31,195
Havering 004,E02000468,2011,23.7037037,61.97233699,5.1,88.8332048,76.62351367,20.697,151.25
Havering 005,E02000469,2011,23.01886792,57.08305794,6.6,83.0048114,82.01473515,28.643,210
Havering 006,E02000470,2011,21.93877551,65.10748065,2.3,90.8964118,79.536952,24.428,170
Havering 007,E02000471,2011,15.97938144,63.97928994,2,92.3561754,82.56177585,34.987,226
Havering 008,E02000472,2011,12.32227488,66.23157248,2.9,89.1534097,84.04828957,39.31,265
Havering 009,E02000473,2011,17.24137931,67.83869116,2.2,88.7880684,82.09622864,31.628,210
Havering 010,E02000474,2011,20.77464789,64.95509236,5.8,86.8033082,84.24484535,38.06,245
Havering 011,E02000475,2011,21.57676349,67.52843847,3.5,88.8647238,83.19186731,28.355,198
Havering 012,E02000476,2011,22.16981132,64.97120921,6,79.4033753,94.20909974,43.163,300
Havering 013,E02000477,2011,20.63492063,67.19042814,1.8,91.0790598,81.90932558,28.459,168
Havering 014,E02000478,2011,16.66666667,62.57696693,1,74.902294,76.95588303,41.647,280
Havering 015,E02000479,2011,17.54385965,67.17606893,4.1,84.6201131,91.97751646,54.627,498.99
Havering 016,E02000480,2011,23.55555556,65.52211389,5.7,75.39561,85.93553987,30.327,207.25
Havering 017,E02000481,2011,19.12751678,64.62521135,2,95.3034775,80.51558831,29.113,205
Havering 018,E02000482,2011,20.24793388,64.09562472,1.4,94.0587867,76.93611558,36.741,241.5
Havering 019,E02000483,2011,16.66666667,65.6923639,2.7,93.5119517,80.8997639,52.543,340
Havering 020,E02000484,2011,16.26794258,67.73772631,2.2,90.2305159,81.46474758,31.36,240
Havering 021,E02000485,2011,20,67.13639527,2.7,92.2614576,78.56344258,35.932,225
Havering 022,E02000486,2011,20.48780488,66.40395894,2.4,91.1213684,79.4088288,37.126,249.995
Havering 023,E02000487,2011,18.75,64.49081505,0.9,96.1876833,77.27235454,33.601,230
Havering 024,E02000488,2011,11.85770751,66.10598662,2,93.1772305,78.19546698,53.482,422.5
Havering 025,E02000489,2011,17.31843575,63.7157325,4.8,84.6905124,80.32220017,37.383,245
Havering 026,E02000490,2011,20.73170732,63.38130807,4.1,87.5319366,81.10836122,28.682,203
Havering 027,E02000491,2011,26.19047619,59.63361723,7,81.8037616,87.4323583,27.852,200
Havering 028,E02000492,2011,22.36421725,62.80369813,2.4,90.9279337,81.34711906,25.302,185
Havering 029,E02000493,2011,22.98136646,63.05861217,7.8,77.6811594,88.15661936,30.67,222.5
Havering 030,E02000494,2011,24.66960352,63.87120247,1.9,60.2219548,75.86576659,26.132,180
Hillingdon 001,E02000495,2011,13.54166667,66.1637931,3.2,68.5738414,81.04076716,57.662,504.375
Hillingdon 002,E02000496,2011,19.33962264,67.76253992,3.7,87.5253413,74.14095218,41.752,288.093
Hillingdon 003,E02000497,2011,18.5,66.05459864,3,73.0918044,81.12638629,32.493,243
Hillingdon 004,E02000498,2011,17.55102041,67.48395967,2.5,85.9800664,77.66682086,42.381,287.25
Hillingdon 005,E02000499,2011,13.77245509,67.40311481,1.6,76.8963297,83.54051033,41.271,337.25
Hillingdon 006,E02000500,2011,12.17391304,68.28793774,1.4,81.7345087,81.83263484,49.461,362
Hillingdon 007,E02000501,2011,11.16751269,69.46127946,2.9,81.1931611,82.24151895,52.042,425
Hillingdon 008,E02000502,2011,17.39130435,72.52384446,3,78.6943386,85.06703354,43.19,317.75
Hillingdon 009,E02000503,2011,15.55555556,74.03860542,2.1,83.2405965,86.26016447,41.262,270
Hillingdon 010,E02000504,2011,16.4983165,66.76982592,1.2,82.4031428,83.29927948,42.318,275
Hillingdon 011,E02000505,2011,9.708737864,67.55962104,4.3,72.1023939,89.56135428,52.514,380
Hillingdon 013,E02000506,2011,16.58536585,65.41905444,1.6,67.9352871,85.80246294,52.483,366
Hillingdon 014,E02000507,2011,19.03225806,67.80797741,4.5,68.7020018,87.23570161,33.554,249.95
Hillingdon 015,E02000508,2011,17.41573034,45.03766354,3.1,64.8083624,85.9702004,33.873,205
Hillingdon 016,E02000509,2011,20.37914692,39.7670141,5.1,57.742034,84.85653039,28.188,206.25
Hillingdon 017,E02000510,2011,16.42335766,61.32119881,4.8,64.3154969,87.49571397,33.57,261.25
Hillingdon 018,E02000511,2011,20.21276596,62.98253339,5.1,57.6702737,84.28546855,29.515,248
Hillingdon 019,E02000512,2011,19.26910299,57.01708959,8,59.3050869,86.62676304,26.571,217.5
Hillingdon 020,E02000513,2011,24.78134111,58.63192182,11.3,44.0200445,88.2968523,24.201,202.5
Hillingdon 021,E02000514,2011,26.4781491,58.69319785,6.5,28.6761711,89.12118096,26.109,218.5
Hillingdon 022,E02000515,2011,20.20905923,58.65021405,6.5,69.5660504,87.66196852,26.882,198.975
Hillingdon 023,E02000516,2011,24.83660131,60.57257659,8.4,32.9423147,92.5119534,27.962,232
Hillingdon 024,E02000517,2011,22.28412256,56.72649432,8.9,43.763042,89.52153618,24.715,213.5
Hillingdon 025,E02000518,2011,26.47975078,58.93174117,7.5,67.789914,93.12933524,26.127,243.5
Hillingdon 026,E02000519,2011,22.05882353,55.56632735,9.1,36.994687,95.94411451,24.418,235
Hillingdon 027,E02000520,2011,25,56.5447605,9.2,36.6278553,102.1010364,25.017,250
Hillingdon 028,E02000521,2011,19.95073892,60.24130997,8.7,51.5738499,101.640763,25.499,210
Hillingdon 029,E02000522,2011,23.35766423,63.04849885,8.7,66.2891483,99.64101182,27.941,235
Hillingdon 030,E02000523,2011,23.11557789,59.7829233,8,27.7501038,111.4493862,25.663,178.25
Hillingdon 031,E02000524,2011,28,65.12175962,5.6,60.0480264,109.7419518,27.894,247.5
Hillingdon 032,E02000525,2011,23.15436242,62.34538907,7.3,38.3639248,105.7055805,25.4,199.975
Hillingdon 033,E02000526,2011,18.6770428,71.85619503,2,83.2895679,112.594871,33.969,255
Hounslow 001,E02000527,2011,10.25641026,73.52455324,2.2,75.6582867,112.073772,61.765,637.5
Hounslow 003,E02000528,2011,25.08591065,62.75238449,7.7,62.6530997,105.1203376,28.059,270
Hounslow 004,E02000529,2011,26.75585284,57.49880211,7.5,22.5970644,102.3147483,26.43,225
Hounslow 005,E02000530,2011,23.34801762,50.23784902,11.7,26.8831359,104.5892775,20.703,180
Hounslow 006,E02000531,2011,18.5520362,62.65975404,3.6,71.722937,101.3340961,35.461,290
Hounslow 007,E02000532,2011,18.42105263,67.94092094,3.7,78.4279476,100.9677543,54.622,644.975
Hounslow 008,E02000533,2011,13.28671329,71.02847363,3.1,81.2871758,105.1452382,53.134,490
Hounslow 009,E02000534,2011,14.51612903,69.16449935,3.5,47.1780209,96.18418756,43.836,350
Hounslow 010,E02000535,2011,25.75757576,60.55164488,5.3,20.1162415,100.1819544,28.69,285
Hounslow 011,E02000536,2011,24.51612903,59.3433613,5.7,23.4437372,99.78593146,29.957,281.25
Hounslow 012,E02000537,2011,23.11557789,62.52430088,3.1,27.6914153,94.8913397,38.899,267.25
Hounslow 013,E02000538,2011,27.62237762,58.39718051,6.6,21.9239631,100.8278672,25.822,249.999
Hounslow 014,E02000539,2011,22.44318182,68.06407208,5.6,64.7042411,96.58093409,32.736,250
Hounslow 015,E02000540,2011,18.8,62.4910727,4,45.5332035,94.96683083,31.659,245
Hounslow 016,E02000541,2011,26.64359862,56.81172424,6.3,26.2197183,96.40747401,24.661,250
Hounslow 017,E02000542,2011,28.69822485,58.99026936,5.9,27.3839932,99.50797753,26.621,235
Hounslow 018,E02000543,2011,21.01910828,63.4383378,5,34.2354649,97.57032325,29.967,227.95
Hounslow 019,E02000544,2011,16.2601626,65.11400651,2.6,51.2135626,90.92215245,35.406,270
Hounslow 020,E02000545,2011,22,62.77299801,7.5,63.4641242,93.65627319,28.905,275
Hounslow 021,E02000546,2011,25.4691689,59.71372985,7.4,24.4717949,88.76370773,27.462,203
Hounslow 022,E02000547,2011,29.47019868,64.40332216,6.2,60.2457265,96.19484366,27.52,209
Hounslow 023,E02000548,2011,25.59726962,64.80489671,7.1,67.2964957,90.49819157,25.661,186
Hounslow 024,E02000549,2011,23.86706949,64.06308208,4.9,62.7484796,91.15834892,27.912,230
Hounslow 025,E02000550,2011,23.29842932,64.99665104,8.2,61.4245891,88.23293857,26.789,197
Hounslow 026,E02000551,2011,28.61356932,58.60480421,9.7,63.8263292,90.47916029,23.525,182.5
Hounslow 027,E02000552,2011,29.3877551,69.08822565,5.6,71.7517542,85.36806718,29.89,210
Hounslow 028,E02000553,2011,23,64.13202423,6.3,73.7471612,88.43657173,29.235,229
Hounslow 029,E02000554,2011,17.59259259,57.80191874,9.1,60.5641472,105.1384948,49.372,348
Islington 001,E02000555,2011,24.89626556,62.10670315,7.5,68.0697279,107.1210197,29.939,315
Islington 002,E02000556,2011,16.29955947,65.86818915,5.9,66.2270184,106.4287561,34.751,375.1
Islington 003,E02000557,2011,26.80412371,63.2078407,6,68.5745938,115.0454856,33.947,335
